Siid;Sigle;Type;Principale;Nom du responsable;Prénom du responsable;Date début fonction;Date fin fonction;Type fonction;CRI;Site;Statut actuel;Date début statut actuel;Date fin statut actuel;Libellé français;Libellé anglais;Domaine français;Domaine anglais;Thème français;Thème anglais;Partenaires (sigles);Partenaires (libellés);Institut(s) CNRS impliqué(s);Laboratoires (sigles);Laboratoires (libellés);Date de création;Date d'arrêt;Dates d'évaluations;Num. national;idHAL;Décisions INRIA;Code structure;Mots clés (français);Mots clés (anglais);
"SR0499SR";"SHACRA";"EP";principal;"Cotin";"Stephane";"01-01-2012";"31-12-2014";"Principal";"Centre Inria de l'Université de Lille";"Centre Inria de l'Université de Lille";"Terminée";"31/12/2014";"";"Simulation in Healthcare using Computer Research Advances";"Simulation in Healthcare using Computer Research Advances";"Santé, biologie et planète numériques";"Digital Health, Biology and Earth";"Neurosciences et médecine numériques";"Computational Neuroscience and Medicine";"U. LILLE 1 (USTL)";"Université des sciences et technologies de Lille (Lille 1)";"";"LIFL [U. LILLE 1 (USTL), CNRS, U. LILLE 3 (UCDG)]";"Laboratoire d'informatique fondamentale de Lille (LIFL)";"01/01/2012";"31/12/2014";"16/10/2013";"201221029K";"";"8247-C, 10641-F";"101032-1";"Simulation médicale, Modélisation adaptée aux patients, Aide per-opératoire, planification d?interventions médicales";"Medical simulation, Patient-specific modeling, Per-opertive guidance, patient specific pre-operative planning";
"SR0499SR";"SHACRA";"EP";;"Cotin";"Stephane";"";"";"Principal";"Centre Inria de l'Université de Lorraine";"Centre Inria de l'Université de Lorraine";"Terminée";"31/12/2014";"";"Simulation in Healthcare using Computer Research Advances";"Simulation in Healthcare using Computer Research Advances";"Santé, biologie et planète numériques";"Digital Health, Biology and Earth";"Neurosciences et médecine numériques";"Computational Neuroscience and Medicine";"U. LILLE 1 (USTL)";"Université des sciences et technologies de Lille (Lille 1)";"";"LIFL [U. LILLE 1 (USTL), CNRS, U. LILLE 3 (UCDG)]";"Laboratoire d'informatique fondamentale de Lille (LIFL)";"01/01/2012";"31/12/2014";"16/10/2013";"201221029K";"";"8247-C, 10641-F";"";"Simulation médicale, Modélisation adaptée aux patients, Aide per-opératoire, planification d?interventions médicales";"Medical simulation, Patient-specific modeling, Per-opertive guidance, patient specific pre-operative planning";
"SR0672ER";"SHACRA";"Equipe";principal;"Cotin";"Stephane";"01-01-2015";"";"Principal";"Centre Inria de l'Université de Lorraine";"Centre Inria de l'Université de Lorraine";"Terminée";"30/06/2015";"";"Simulation in Healthcare using Computer Research Advances";"Simulation in Healthcare using Computer Research Advances";"Santé, biologie et planète numériques";"Digital Health, Biology and Earth";"Neurosciences et médecine numériques";"Computational Neuroscience and Medicine";"";"";"";"";"";"01/01/2015";"30/06/2015";"16/10/2013";"201221029K";"";"10604-C, 11090-F";"051100-0";"Simulation médicale, Modélisation adaptée aux patients, Aide per-opératoire, planification d?interventions médicales";"Medical simulation, Patient-specific modeling, Per-opertive guidance, patient specific pre-operative planning";
"SR0290CR";"SHARP";"EP";principal;"Laugier";"Christian";"";"";"Principal";"Centre Inria de l'Université Grenoble Alpes";"Centre de recherche Inria de l'Université Grenoble Alpes";"Terminée";"31/12/2002";"";"Programmation automatique et systèmes décisionnels en robotique";"Automatic Programming and Decisional Systems in Robotics";"Interaction homme-machine, images, données, connaissances";"Human-computer interaction, images processing, data management, knowledge systems";"Vision, analyse et synthèse d'images";"Vision, Image Analysis and Synthesis";"";"";"";"";"";"01/01/1991";"31/12/2002";"";"199121462X";"";"3543-P";"";"programmation de niveau tche,téléprogrammation,planification de mouvement,exécution de mouvement,raisonnement géometrique,interaction perception/action,ractivité";"task-level programming and teleprogramming,task planning,geometric reasoning,interaction of perception and action,systems integration,physical models";
"SR0291MR";"SHERPA";"EP";principal;"Rechenmann";"Francois";"";"";"Principal";"Centre Inria de l'Université Grenoble Alpes";"Centre de recherche Inria de l'Université Grenoble Alpes";"Terminée";"31/12/1999";"";"modèles et bases de connaissances à objets";"Object Knowledge Bases";"Interaction homme-machine, images, données, connaissances";"Human-computer interaction, images processing, data management, knowledge systems";"Bases de données, bases de connaissances, systèmes cognitifs";"Databases, Knowledge Bases, Cognitive Systems";"";"";"";"";"";"01/01/1988";"31/12/1999";"";"198822098B";"";"";"";"représentation des connaissances,base de connaissances,modèle objets,modélisation,classification,catégorisation,typage,contrainte,points de vue,modèle de tÃch";"knowledge representation,knowledge bases,object knowledge models,classification,categorisation,types,constraints,tasks,problem solving,molecular biology,multiple standpoints,medicine diagnosis,granula";
"SR0377UR";"SHOOD";"Equipe";principal;"Nguyen";"Gia toan";"";"";"Principal";;;"Terminée";"31/12/1996";"";"Méthodes et outils pour l'intégration des systèmes industriels";"Methods and Tools for Integrated Engineering Systems";"Interaction homme-machine, images, données, connaissances";"Human-computer interaction, images processing, data management, knowledge systems";"Bases de données, bases de connaissances, systèmes cognitifs";"Databases, Knowledge Bases, Cognitive Systems";"";"";"";"";"";"31/12/1995";"31/12/1996";"";"";"";"";"";"";"";
"SR0292KR";"SIAMES";"EP";principal;"Arnaldi";"Bruno";"";"";"Principal";"Centre Inria de l'Université de Rennes";"Centre Inria de l'Université de Rennes";"Terminée";"31/12/2006";"";"Synthèse d'images, animation, modélisation et simulation";"Computer generated images, animation, modeling and simulation";"Systèmes cognitifs";"Cognitive systems";"Synthèse d'images et réalité virtuelle";"Image synthesis and virtual reality";"";"";"";"";"";"01/01/1993";"31/12/2006";"";"199321399V";"";"3543-P, 5309-P";"";"géométrie,modélisation déclarative,synthèse d'image,colorimétrie,photométrie,radiosité,modélisation,cohérence,animation de sc&egra";"geometry,declarative modelling,computer graphics,colour measurement,photometry,radiosity,modelling,consistency,scene animation,mechanics,formal computing,simulation,object-based design,control,constra";
"SR0438MR";"SIERRA";"Equipe";principal;"Bach";"Francis";"01-01-2011";"31-12-2011";"Principal";"Centre Inria de Paris";"Rocquencourt";"Terminée";"31/12/2011";"";"Apprentissage Statistique et Parcimonie";"Statistical Machine Learning and Parsimony";"Mathématiques appliquées, calcul et simulation";"Applied Mathematics, Computation and Simulation";"Optimisation, apprentissage et méthodes statistiques";"Optimization, Learning and Statistical Methods";"";"";"";"";"";"01/01/2011";"31/12/2011";"";"201120973D";"";"7599-C, 7600-N";"021100-0";"apprentissage statistique, parcimonie, optimisation";"machine Learning, statistics, sparsity, optimization";
"SR0463RR";"SIERRA";"Equipe";principal;"Bach";"Francis";"01-01-2011";"";"Principal";"Centre Inria de Paris";"Centre de recherche Inria de Paris";"En cours de fermeture";"01/01/2024";"31/12/2024";"Apprentissage Statistique et Parcimonie";"Statistical Machine Learning and Parsimony";"Mathématiques appliquées, calcul et simulation";"Applied Mathematics, Computation and Simulation";"Optimisation, apprentissage et méthodes statistiques";"Optimization, machine learning and statistical methods";"ENS PSL, CNRS";"Ecole normale supérieure de Paris, CNRS";"INS2I";"DI-ENS [CNRS, INRIA, ENS PSL]";"Département d'Informatique de l'Ecole Normale Supérieure";"01/01/2012";"31/12/2024";"19/03/2014, 14/03/2018, 01/12/2022";"201120973D";"";"7999-C, 10552-P, 13244-P, 16761-P, 17111-P";"021100-1";"apprentissage statistique, parcimonie, optimisation";"machine Learning, statistics, sparsity, optimization";
"SR0293GR";"SIGMA2";"EP";principal;"Le gland";"Francois";"";"";"Principal";"Centre Inria de l'Université de Rennes";"Centre Inria de l'Université de Rennes";"Terminée";"30/06/2005";"";"Signaux, modèles, algorithmes";"Signal, models, algorithms";"Algorithmique, programmation, logiciels et architectures";"Algorithmics, Programming, Software and Architecture";"Algorithmique, calcul certifié et cryptographie";"Algorithms, Certification, and Cryptography";"";"";"";"";"";"01/01/1996";"30/06/2005";"";"199621464C";"";"3220-P";"";"système adaptatif,modélisation de système dynamique,surveillance de système dynamique,diagnostic,traitement d'antenne,traitement de la parole,vérification du locuteu";"adaptive system,dynamic system modelling,diagnostics,array processing,speech processing,speaker verification,speech recognition,signal processing,multi-resolution analysis,wavelets";
"SR0007ER";"SIGNES";"EP";principal;"Retore";"Christian";"";"";"Principal";"Centre Inria de l'université de Bordeaux";"Centre Inria de l'université de Bordeaux";"Terminée";"31/12/2011";"";"Signes linguistiques, grammaire et sens: algorithmique logique de la langue";"Linguistic signs, grammar and meaning: computational logic for natural language";"Perception, cognition, interaction";"Perception, Cognition, Interaction";"Langue, parole et audio";"Audio, Speech, and Language Processing";"U. DE BORDEAUX, CNRS, ENSEIRB";"Université de Bordeaux, CNRS, Ecole nationale supérieure d'électronique, informatique et radiocommunications de Bordeaux";"";"LABRI [CNRS]";"Laboratoire Bordelais de Recherche en Informatique (LaBRI)";"13/01/2005";"31/12/2011";"13/10/2011";"200518257C";"";"4431-C, 5156-P, 7022-P, 8405-F";"091022-0";"linguistique informatique, traitement automatique des langues (TAL), logique, théorie des langages, grammaire générative, sanscrit, langue des signes";"computational linguistics, natural language processing (NLP), logic, formal languages, generative grammar, sanscrit, sign language";
"SR0956AR";"SIMBA";"EP";principal;"Champagnat";"Nicolas";"01-01-2024";"";"Principal";"Centre Inria de l'Université de Lorraine";"Centre Inria de l'Université de Lorraine";"Décision signée";"01/01/2024";"31/12/2027";"Inférence Statistique et Modélisation pour les Applications Biologiques";"Statistical Inference and Modeling for Biological Applications";"Santé, biologie et planète numériques";"Digital Health, Biology and Earth";"Modélisation et commande pour le vivant";"Modeling and Control for Life Sciences";"U. DE LORRAINE, CNRS";"Université de Lorraine, CNRS";"INSMI";"IECL [CNRS, U. DE LORRAINE]";"Institut Elie Cartan de Lorraine (IECL)";"01/01/2024";"31/12/2027";"";"202424506M";"";"16714-C";"051114-0";"modélisation stochastique, apprentissage statistique, santé, biologie des systèmes, évolution, génétique";"stochastic modeling, statistical learning, health, systems biology, evolutionary biology, genetics";
"SR0902IR";"SIMBIOTX";"EP";principal;"Drasdo";"Dirk";"01-03-2021";"";"Principal";"Centre Inria de Saclay";"Centre de recherche Inria de Saclay";"Décision signée";"01/03/2021";"31/12/2027";"SImulations en Médecine, BIOtechnologie et ToXicologie de systèmes multicellulaires";"SImulations in Medicine, BIOtechnology and ToXicology of multicellular systems";"Santé, biologie et planète numériques";"Digital Health, Biology and Earth";"Modélisation et commande pour le vivant";"Modeling and Control for Life Sciences";"";"";"";"";"";"01/03/2021";"31/12/2027";"";"202123946S";"";"14681-C, 15196-P, 16553-P";"111098-0";"Modèles à base d'agents, biofluides, modélisation du transport, modélisation des tissus, médecine systémique, biotechnologie systémique, toxicologie systémique, foie";"Agent-based models, biofluids, transport modeling, tissue modeling, systems medicine, systems biotechnology, systems toxicology, liver";
"SR0038YR";"SIMPAF";"EP";principal;"Gloria";"Antoine";"01-09-2011";"31-12-2012";"Par intérim";"Centre Inria de l'Université de Lille";"Centre Inria de l'Université de Lille";"Terminée";"31/12/2012";"";"SImulation et modèles pour les PArticules et les Fluides";"SImulations and Modeling for PArticles and Fluids";"Mathématiques appliquées, calcul et simulation";"Applied Mathematics, Computation and Simulation";"Modélisation, simulation et analyse numérique";"Computational models and simulation";"U. LILLE 1 (USTL), CNRS";"Université des sciences et technologies de Lille (Lille 1), CNRS";"";"LPP [U. LILLE 1 (USTL), CNRS]";"Laboratoire Paul Painlevé (LPP)";"01/07/2007";"31/12/2012";"17/03/2009";"200718287B";"";"5809-C, 6253-R, 7008-P, 8203-CR, 8204-N, 9126-F";"101019-0";"";"";
"SR0555GR";"SIMPAF";"Equipe";principal;"Gloria";"Antoine";"01-01-2013";"";"Principal";"Centre Inria de l'Université de Lille";"Centre Inria de l'Université de Lille";"Terminée";"31/12/2013";"";"SImulation et modèles pour les PArticules et les Fluides";"SImulations and Modeling for PArticles and Fluids";"";"";"";"";"";"";"";"";"";"01/01/2013";"31/12/2013";"17/03/2009, 27/03/2013";"200718287B";"";"9087-C";"101019-0";"";"";
"SR0812CR";"SIMSMART";"Equipe";principal;"Rousset";"Mathias";"01-01-2018";"31-12-2018";"Principal";"Centre Inria de l'Université de Rennes";"Centre Inria de l'Université de Rennes";"Terminée";"31/12/2018";"";"SIMulation pARTiculaire de Modèles Stochastiques";"SIMulating Stochastic Models with pARTicles";"Mathématiques appliquées, calcul et simulation";"Applied Mathematics, Computation and Simulation";"Approches stochastiques";"Stochastic approaches";"";"";"";"";"";"01/01/2018";"31/12/2018";"";"201822633C";"";"12471-C, 13344-F";"031127-0";"Méthodes de Monte Carlo - Systèmes de particules en interaction - Simulation d'évènements rares - Filtrage statistique - Réduction de modèle - Météorologie - Physique numérique à l'échelle nanométrique.";"Monte Carlo methods - Stochastic interacting particle systems -  Rare event simulation - Statistical filtering - Model reduction - Meteorology - Nanoscale computational physics.";
"SR0856DR";"SIMSMART";"EP";principal;"Rousset";"Mathias";"01-01-2019";"";"Principal";"Centre Inria de l'Université de Rennes";"Centre Inria de l'Université de Rennes";"Décision signée";"01/01/2019";"31/12/2027";"SIMulation pARTiculaire de Modèles Stochastiques";"SIMulating Stochastic Models with pARTicles";"Mathématiques appliquées, calcul et simulation";"Applied Mathematics, Computation and Simulation";"Approches stochastiques";"Stochastic approaches";"CNRS, U. RENNES";"CNRS, Université de Rennes";"INSMI";"IRMAR [U. RENNES 1, ENS CACHAN, CNRS, INSA RENNES, U. RENNES 2]";"Institut de recherche mathématique de Rennes (IRMAR)";"01/01/2019";"31/12/2027";"01/12/2022";"201822633C";"";"13265-C, 15813-P, 16819-P";"031127-1";"Méthodes de Monte Carlo - Systèmes de particules en interaction - Simulation d'évènements rares - Filtrage statistique - Réduction de modèle - Météorologie - Physique numérique à l'échelle nanométrique.";"Monte Carlo methods - Stochastic interacting particle systems -  Rare event simulation - Statistical filtering - Model reduction - Meteorology - Nanoscale computational physics.";
"SR0294LR";"SINUS";"EP";principal;"Désidéri";"Jean-antoine";"";"";"Principal";"Centre Inria d'Université Côte d'Azur";"Centre Inria d'Université Côte d'Azur";"Terminée";"31/12/2001";"";"Simulation Numérique dans les Sciences de l'Ingénieur";"Numerical Simulation for the Engineering Sciences";"Simulation et optimisation de systèmes complexes";"Simulation and optimization of complex systems";"Modélisation et calcul scientifique";"Modelling and Scientific Computing";"";"";"";"";"";"01/01/1983";"31/12/2001";"";"198321466L";"";"3132-P";"";"analyse fonctionnelle,analyse numérique,analyse multirésolution,éléments finis,mécanique des fluides,combustion,écoulement hypersonique,équation d'eule";"functional analysis,numerical analysis,multi-resolution analysis,finite element,fluid mechanics,combustion,hypersonic flow,euler equation,navier-stokes equation,vectorization,parallelism,adaptive mesh";
